公历日期,十二值日,十二值神,黄道吉日,宜,忌
2026-06-20,危,玉堂,是,祭祀、斋醮、塑绘、开光、出行、修造、动土、造畜稠、安床、放水、掘井、开池、开厕、结网、破土,出火、入宅
2026-06-21,成,天牢,是,开市、交易、立券、挂匾、开光、解除、拆卸、动土、安床、修造、上梁、置产、栽种、破土、安葬,作灶、出火、祭祀、嫁娶、入宅
2026-06-22,收,玄武,否,祭祀、结网、馀事勿取,入宅、出行、掘井、安葬
2026-06-23,开,司命,是,嫁娶、纳采、订盟、冠笄、造车器、祭祀、开光、祈福、求嗣、出行、解除、伐木、出火、入宅、拆卸、修造、动土、上梁、安床、栽种、破土,行丧、置产、安葬
2026-06-24,闭,勾陈,否,嫁娶、合帐、裁衣、冠笄、伐木、上梁、出火、拆卸、移徙、修造、动土、安门、纳财、筑堤、栽种、塞穴,安床、祈福、出行、安葬、行丧、开光
2026-06-25,建,青龙,否,出行、教牛马、割蜜、馀事勿取,斋醮、盖屋、动土、破土
2026-06-26,除,明堂,是,嫁娶、祭祀、祈福、求嗣、开光、出行、解除、出火、拆卸、修造、进人口、入宅、移徙、动土、安床、纳畜、栽种、纳财、交易、立券、挂匾、造畜稠,安葬、开生坟、行丧
2026-06-27,满,天刑,否,安机械、祭祀、祈福、求嗣、沐浴、解除、纳采、开市、修造、竖柱、上梁、开柱眼、安碓磑、归岫、补垣、塞穴、拆卸、放水、出火、扫舍、开生坟、合寿木、安葬、谢土、启钻、除服、成服,嫁娶、安床、作灶、动土、破土、造船
2026-06-28,平,朱雀,否,祭祀、沐浴、理发、整手足甲、修饰垣墙、平治道涂、馀事勿取,开市、入宅、出行、修造、词讼
2026-06-29,定,金匮,是,嫁娶、纳采、祭祀、祈福、出行、立券、移徙、入宅、动土、破土、安葬,开光、作灶、盖屋、架马、开仓
2026-06-30,执,天德,是,纳采、订盟、冠笄、祭祀、祈福、斋醮、出行、修造、动土、移徙、入宅、安香、出火、拆卸、盖屋、起基、竖柱、上梁、定磉、安门、开池,嫁娶、开市、合寿木、安葬
2026-07-01,破,白虎,否,祭祀、沐浴、破屋、坏垣、馀事勿取,入宅、嫁娶、移徙
2026-07-02,危,玉堂,是,嫁娶、安机械、交易、出行、祭祀、祈福、求嗣、斋醮、塑绘、开光、合帐、裁衣、放水、开池、掘井,作灶、理发、造桥、行丧、安葬
2026-07-03,成,天牢,是,纳采、冠笄、求医、治病、开市、立券、修造、动土、安机械、破土、安葬,斋醮、祭祀、移徙、入宅、上梁、嫁娶
2026-07-04,收,玄武,否,祭祀、作灶、馀事勿取,开市、安葬、破土、修坟、掘井
2026-07-05,开,司命,是,祭祀、祈福、求嗣、斋醮、安香、解除、移徙、入宅、会亲友、求医、治病、动土、破土、开生坟、合寿木,合帐、上梁、经络、安葬、入殓
2026-07-06,闭,勾陈,否,嫁娶、冠笄、修造、动土、作灶、移徙、入宅、补垣、塞穴、纳畜、牧养、架马、起基、定磉、开池、造船,祈福、开光、掘井、开市、安葬
2026-07-07,建,青龙,否,祭祀、入殓、破土、除服、成服、移柩、启钻、安葬、谢土、馀事勿取,无
2026-07-08,除,明堂,是,祭祀、出行、交易、割蜜、造畜稠,嫁娶、作灶、安葬、动土、词讼、作梁、伐木、掘井、破土、移徙
2026-07-09,满,天刑,否,嫁娶、祭祀、祈福、求嗣、开光、出火、拆卸、修造、动土、进人口、开市、交易、立券、挂匾、入宅、移徙、栽种、纳畜、入殓、启钻、除服、成服,无
2026-07-10,平,朱雀,否,嫁娶、开光、解除、安床、牧养、理发、开市、入殓、启钻、移柩、安葬、扫舍,作灶、动土、上梁、栽种、入宅、移徙、修造、祈福
2026-07-11,定,金匮,是,祭祀、解除、馀事勿取,诸事不宜
2026-07-12,执,天德,是,祭祀、祈福、求嗣、开光、伐木、出火、拆卸、入宅、安床、修造、动土、上梁、挂匾、纳畜,嫁娶、栽种、行丧、理发、修坟、作灶
2026-07-13,破,白虎,否,解除、祭祀、理发、入殓、安葬、破土,嫁娶、开市、出火、作灶、置产、斋醮、入宅、移徙、安门
2026-07-14,破,白虎,否,破屋、坏垣、馀事勿取,诸事不宜
2026-07-15,危,玉堂,是,开市、交易、立券、纳财、动土、开光、出行、嫁娶、纳采、订盟、入学、开仓、出货财、纳畜、牧养、栽种、破土、启钻、安葬、立碑,入宅、移徙、作灶、祭祀、谢土
2026-07-16,成,天牢,是,嫁娶、纳采、订盟、祭祀、祈福、求嗣、开光、出火、出行、拆卸、修造、动土、进人口、开市、交易、立券、挂匾、入宅、移徙、安床、栽种、入殓、破土、谢土、安葬,掘井、伐木、纳畜、合寿木
2026-07-17,收,玄武,否,祭祀、冠笄、作灶、交易、纳财、栽种、结网、纳畜、牧养、进人口,开渠、造船、安床、安葬、破土、出行、修坟、掘井、开市、开生坟
2026-07-18,开,司命,是,嫁娶、订盟、祭祀、祈福、求嗣、纳采、裁衣、冠笄、开光、安床、作梁、修造、动土、作灶、起基、上梁、盖屋、纳畜、牧养,移徙、栽种、出行、行丧、破土、安葬、词讼
2026-07-19,闭,勾陈,否,经络、祭祀、沐浴、补垣、塞穴、除服、成服、移柩、入殓、启钻、立碑,开光、治病、嫁娶、掘井、破土、安葬
2026-07-20,建,青龙,否,嫁娶、祭祀、出行、裁衣、冠笄、交易、雕刻、纳财、造畜稠、造车器、教牛马,移徙、入宅、栽种、动土、破土、作灶、安葬、行丧、伐木、上梁
2026-07-21,除,明堂,是,修造、动土、安机械、祭祀、沐浴、解除、拆卸、治病、作灶、盖屋、起基、开池、扫舍、造畜稠、开生坟、合寿木、安葬、破土、启钻、移柩、入殓、立碑,开市、入宅、出行、安床
2026-07-22,满,天刑,否,嫁娶、纳采、订盟、造车器、开光、出行、拆卸、起基、安床、除服、成服、开市、交易、立券、栽种、牧养、入殓、移柩、启钻,上梁、入宅、修造、动土、破土、祭祀、祈福、斋醮
2026-07-23,平,朱雀,否,祭祀、嫁娶、畋猎、结网,动土、破土、治病、开渠
2026-07-24,定,金匮,是,纳采、订盟、会亲友、入学、祭祀、祈福、求嗣、开光、出行、解除、理发、动土、起基、开市、交易、立券、纳财、造仓、栽种、纳畜、牧养,嫁娶、作灶、出火、置产、入宅、安葬
2026-07-25,执,天德,是,祭祀、祈福、解除、整手足甲、安床、沐浴、入殓、移柩、破土、启钻、安葬、谢土,嫁娶、斋醮、开市、出火、入宅、移徙、出行、作灶、安门、伐木
2026-07-26,破,白虎,否,破屋、坏垣、解除、馀事勿取,嫁娶、安葬
2026-07-27,危,玉堂,是,嫁娶、开市、立券、移徙、入宅、安机械、会亲友、经络、安门、安床、挂匾、拆卸、开仓、出货财、开池、栽种、纳畜、牧养、破土、安葬、启钻、移柩、入殓、立碑,祭祀、祈福、探病、谢土、造桥
2026-07-28,成,天牢,是,嫁娶、订盟、纳采、祭祀、祈福、斋醮、开光、会亲友、求医、治病、盖屋、起基、竖柱、上梁、安门、安碓磑、筑堤、开池、破土、安葬、除服、成服,入宅、开市、掘井、词讼、合寿木
2026-07-29,收,玄武,否,纳采、订盟、嫁娶、移徙、入宅、出行、祭祀、祈福、斋醮、塑绘、开光、安香、出火、会亲友、解除、入学、竖柱、上梁、拆卸、盖屋、起基、栽种、牧养、纳畜,安葬、破土、开市、开仓、出货财、启钻
2026-07-30,开,司命,是,纳采、订盟、嫁娶、祭祀、沐浴、塑绘、开光、出火、治病、习艺、伐木、盖屋、竖柱、上梁、安床、作灶、安碓磑、挂匾、掘井、纳畜,出行、安葬、造桥
2026-07-31,闭,勾陈,否,祭祀、入殓、除服、成服、移柩、破土、启钻、安葬、塞穴、断蚁、结网,开市、入宅、嫁娶、开光、盖屋
2026-08-01,建,青龙,否,祭祀、修造、出行、盖屋、竖柱、造车器、教牛马、造畜稠、割蜜,动土、破土、掘井、安葬
2026-08-02,除,明堂,是,祭祀、沐浴、塑绘、开光、入学、解除、扫舍、治病、开池、牧养,嫁娶、出行、纳采、入宅、作灶
2026-08-03,满,天刑,否,纳财、开市、交易、立券、出行、祭祀、祈福、求嗣、开光、解除、扫舍、起基、竖柱、安床、移徙、开仓、出货财、补垣、塞穴、栽种、纳畜、牧养,斋醮、入宅、安门、安葬、破土、行丧
2026-08-04,平,朱雀,否,祭祀、修饰垣墙、平治道涂,开市、动土、破土、嫁娶、修造、安葬
2026-08-05,定,金匮,是,订盟、纳采、祭祀、祈福、开光、安香、出火、立券、安机械、移徙、入宅、竖柱、上梁、会亲友、安床、拆卸、挂匾、牧养、教牛马,嫁娶、安葬、行丧、破土、修坟
2026-08-06,执,天德,是,沐浴、理发、捕捉、入殓、移柩、破土、启钻、安葬,出火、嫁娶、入宅、作灶、上梁、动土
2026-08-07,破,白虎,否,祭祀、塞穴、入殓、破土、安葬、移柩、馀事勿取,诸事不宜
2026-08-08,危,玉堂,是,破屋、坏垣、馀事勿取,诸事不宜
2026-08-09,成,天牢,是,祭祀、入殓、移柩、结网、启钻、安葬、除服、成服、馀事勿取,诸事不宜
2026-08-10,收,玄武,否,嫁娶、出火、拆卸、祭祀、祈福、开光、伐木、动土、开市、交易、立券、入宅、移徙、安床、纳畜、入殓、安葬,栽种、作灶、针灸、出行
2026-08-11,开,司命,是,祭祀、开光、解除、进人口、交易、立券、纳财、纳畜,动土、破土、嫁娶、理发、出行、入宅、移徙、分居、安香、出火
2026-08-12,闭,勾陈,否,嫁娶、祭祀、祈福、求嗣、开光、出行、解除、安床、栽种、移柩、进人口、会亲友、除服、成服,盖屋、入殓、安葬、伐木、入宅、移徙、置产、纳畜
2026-08-13,闭,勾陈,否,祭祀、动土、筑堤、开池、会亲友、塞穴、入殓、移柩、破土、安葬,开光、出行、修造、上梁、入宅、安门、作灶、裁衣
2026-08-14,建,青龙,否,祭祀、裁衣、安门、纳财、扫舍、出行、进人口、作灶、纳畜、造畜稠,安床、动土、安葬、开生坟、合寿木
2026-08-15,除,明堂,是,祭祀、解除、拆卸、修造、动土、起基、上梁、安床、安门、开渠、开池、入殓、破土、启钻,嫁娶、出行、进人口、作灶、入宅、移徙、栽种、赴任
2026-08-16,满,天刑,否,纳采、订盟、开光、出行、解除、安香、出火、拆卸、入宅、移徙、修造、上梁、安床、栽种、纳畜、会亲友、安机械、经络,伐木、谢土、行丧、祭祀、作灶、动土、破土、安葬、祈福
2026-08-17,平,朱雀,否,修饰垣墙、平治道涂、祭祀、沐浴、作灶,嫁娶、词讼、治病、置产、作梁、祈福、安葬、栽种、伐木、安门
2026-08-18,定,金匮,是,嫁娶、祭祀、祈福、求嗣、出火、出行、开光、解除、拆卸、修造、进人口、安香、交易、立券、入宅、移徙、安床、动土、破土、谢土、安葬、入殓、除服、成服,斋醮、开市、开仓、作灶、造船
2026-08-19,执,天德,是,破土、安葬、移柩、入殓、祭祀、捕捉、除服、成服、馀事勿取,嫁娶、入宅、开市、交易
2026-08-20,破,白虎,否,破屋、坏垣、治病、馀事勿取,祈福、纳采、订盟、嫁娶、入宅、安葬
2026-08-21,危,玉堂,是,嫁娶、开光、祭祀、祈福、求嗣、安香、出火、解除、伐木、入宅、移徙、安床、开市、交易、立券、栽种、出行、安葬,掘井、理发、作灶、动土、破土、开池
2026-08-22,成,天牢,是,安机械、纳采、订盟、祭祀、祈福、求嗣、开光、普渡、出行、出火、拆卸、修造、动土、进人口、开市、交易、立券、移徙、安床、栽种、上梁、纳畜、破土、移柩、安葬,入宅、嫁娶、掘井、牧养
2026-08-23,收,玄武,否,嫁娶、祭祀、祈福、求嗣、裁衣、冠笄、经络、修造、进人口、安床、动土、竖柱、上梁、移徙、交易、立券、栽种、会亲友,行丧、安葬、出行、作梁、纳畜、伐木、造桥
2026-08-24,开,司命,是,嫁娶、纳采、订盟、开光、祭祀、出行、理发、动土、安床、放水、开渠、栽种、进人口,入宅、上梁、入殓、盖屋、探病、作灶、安门、安葬、纳畜、伐木
2026-08-25,闭,勾陈,否,祭祀、出行、作梁、出火、拆卸、修造、动土、起基、安床、补垣、塞穴、入殓、破土、安葬、移柩、造畜稠,嫁娶、入宅、斋醮、开光、针灸、掘井
2026-08-26,建,青龙,否,嫁娶、纳采、订盟、祭祀、祈福、求嗣、出行、解除、竖柱、入宅、移徙、纳财、上梁、纳畜、入殓、安葬、启钻,栽种、掘井、动土、安床、破土、置产
2026-08-27,除,明堂,是,解除、祭祀、祈福、求嗣、修造、动土、竖柱、上梁、安床、纳畜、盖屋、合脊、起基、入殓、破土、安葬,出火、嫁娶、开光、进人口、出行、词讼、开市、入宅、移徙、赴任
2026-08-28,满,天刑,否,沐浴、理发、会亲友、塑绘、开光、栽种、牧养、嫁娶、经络、补垣、塞穴,开市、入宅、动土、破土、安葬、作灶、上梁、安床、开仓、祈福
2026-08-29,平,朱雀,否,祭祀、理发、作灶、沐浴、修饰垣墙、平治道涂,嫁娶、栽种、祈福、造桥、安葬、安门、伐木、作梁
2026-08-30,定,金匮,是,嫁娶、纳采、订盟、祭祀、祈福、斋醮、普渡、移徙、入宅、出行、安机械、开光、修造、动土、竖柱、上梁、盖屋、起基、定磉、安门、安葬、破土,开市、立券、置产、作灶、造桥
2026-08-31,执,天德,是,祭祀、普渡、捕捉、解除、结网、畋猎、入殓、破土、安葬,开市、交易、入宅、嫁娶
2026-09-01,破,白虎,否,沐浴、破屋、坏垣、馀事勿取,斋醮、开市
2026-09-02,危,玉堂,是,订盟、纳采、祭祀、祈福、安香、出火、开市、立券、入宅、挂匾、造桥、启钻、安葬,动土、破土、嫁娶、掘井、安床
2026-09-03,成,天牢,是,嫁娶、祭祀、祈福、斋醮、普渡、移徙、入宅、动土、治病、开市、交易、立券、开光、修造、造车器、安香、安床、捕捉、畋猎、结网,纳采、订盟、经络、行丧、安葬、探病
2026-09-04,收,玄武,否,嫁娶、订盟、纳采、作灶、冠笄、裁衣、会亲友、纳畜、牧养、安机械、开市、立券、纳财、安床,掘井、出行、破土、行丧、安葬
